exercise_id,name,category,muscle_groups,equipment,difficulty,description,calories_per_minute,calories_per_rep,met_value
1546,Paul Carter Romanian Deadlift,strength,Lower Back,barbell,intermediate,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",3.622075367720602,6,5.589860309180375
1547,TBS Good Morning,strength,Lower Back,barbell,intermediate,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",8.313550632379654,5,8.478667593458436
1548,TBS Romanian Deadlift,strength,Lower Back,barbell,intermediate,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",6.888545467536545,6,6.432037167079947
1549,Barbell deadlift-,strength,Lower Back,barbell,intermediate,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",3.820334367371141,12,9.95788051076659
1550,Deadlift - Gethin Variation,strength,Lower Back,barbell,intermediate,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",5.054841307631301,6,6.383716656584683
1551,Barbell good morning,strength,Lower Back,barbell,intermediate,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",9.471932213955448,8,5.830127484734652
1552,UP Conventional Deadlift,strength,Lower Back,barbell,intermediate,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",9.324392579239195,12,6.102782964603077
1553,30 Day Back Barbell Rack Pull,strength,Lower Back,barbell,intermediate,,4.3573066619750715,11,5.163354196297422
1554,FYR Sumo Deadlift High Pull,strength,Lower Back,kettlebells,intermediate,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",9.845493198037914,6,8.183629102637362
1555,Kettlebell deadlift,strength,Lower Back,kettlebells,intermediate,"The kettlebell deadlift is a foundational movement in kettlebell training. It's often taught as a buildup or regression to the kettlebell swing, as well as to instruct the ""hip hinge"" motion in a more approachable manner than with a barbell.",3.674683496659703,8,3.907311530525336
1556,HM Kettlebell Swing,strength,Lower Back,kettlebells,intermediate,,7.318203051633479,7,4.030468963117793
1557,KV Romanian Deadlift with Kettlebell,strength,Lower Back,kettlebells,intermediate,,7.999958967952279,12,6.694499361378916
1558,FYR2 Kettlebell Good Morning,strength,Lower Back,kettlebells,intermediate,,5.271145555079076,3,7.57398465532087
1559,FYR2 Kettlebell Romanian Deadlift,strength,Lower Back,kettlebells,intermediate,,5.69656598339798,8,9.588231015273053
1560,FYR2 Kettlebell Staggered-Stance Deadlift,strength,Lower Back,kettlebells,intermediate,,7.126211926374294,13,6.474316311897731
1561,Dumbbell Fix Dumbbell Deadlift,strength,Lower Back,dumbbell,intermediate,,4.174855450175555,13,6.775921003989808
1562,Dumbbell skier,strength,Lower Back,dumbbell,intermediate,"As the name suggests, the dumbbell skier takes the motion of skiing and replaces the poles with dumbbells. The hip and torso motion are similar to a kettlebell swing, as are the muscles it targets, including the hamstrings, glutes, upper back, and grip. However, unlike the traditional kettlebell swing, the arms are outside of the knees. This movement can be performed for time or for reps, but is usually performed for relatively high reps, such as 8-12 sets per rep or more, as part of a fat-loss or athleticism-focused circuit or workout.",8.261992556173402,13,8.962939319864224
1563,TBS Dumbbell Romanian Deadlift,strength,Lower Back,dumbbell,intermediate,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",4.308308133568444,4,6.180606902715848
1564,Stiff-Legged Dumbbell Deadlift - Gethin Variation,strength,Lower Back,dumbbell,intermediate,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",4.7590120429589335,9,6.795753716199718
1565,UNS Dumbbell Romanian Deadlift,strength,Lower Back,dumbbell,intermediate,,9.118754388583621,14,6.314891223571935
1566,Holman Slow Deadlift,strength,Lower Back,dumbbell,intermediate,,8.873098586436928,3,5.803320525712843
1567,Holman Deadlift to Overhead Press,strength,Lower Back,dumbbell,intermediate,,6.880077666138124,10,7.133369778413129
1568,Holman Staggered-Stance Deadlift,strength,Lower Back,dumbbell,intermediate,,7.407821084458381,14,3.4320790488854236
1569,Holman Deadlift to Front Raise,strength,Lower Back,dumbbell,intermediate,,3.45707066972418,8,9.150595279704536
1570,Holman Deadlift to Chest Press,strength,Lower Back,dumbbell,intermediate,,8.07988272926692,13,7.887459236999629
1571,Holman Deadlift to Squat Thrust,strength,Lower Back,dumbbell,intermediate,,6.557037883776928,6,6.279243347998936
1572,Holman Deadlift to Biceps Curl,strength,Lower Back,dumbbell,intermediate,,8.955453363382285,4,6.521516035788114
1573,Dumbbell kickstand deadlift,strength,Lower Back,dumbbell,intermediate,"The dumbbell kickstand deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The kickstand position can help focus the stretch and contraction on each individual leg, similar to a single-leg Romanian deadlift, while presenting less of a balance challenge. It can be performed in low reps, such as 5-8 reps per set, for strengthening the posterior chain, or for higher reps for muscle growth.",8.138839491970717,13,4.695600345886258
1574,Single-leg stiff-legged deadlift to row,strength,Lower Back,dumbbell,intermediate,"The single-leg stiff-legged deadlift to row takes two popular strength moves and combines them into one full-body blaster. Between the deadlift and the row, you'll target the glutes, hamstrings, quads, back, and biceps. Because balance can be a challenge, this movement is usually done with relatively light weights for high reps, such as 8-12 reps per set or more.",4.970721444259626,4,6.498410853785868
1575,FYR2 Dumbbell Deadlift,strength,Lower Back,dumbbell,intermediate,,9.76570387804063,7,5.728050884510844
1576,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,strength,Lower Back,dumbbell,intermediate,,3.8299463895216306,14,6.9914026584062565
1577,Atlas Stones,strength,Lower Back,other,intermediate,,9.38924531976258,11,4.077830596537353
1578,Axle Deadlift,strength,Lower Back,other,beginner,,4.206424582303535,14,4.786115945521836
1579,Atlas Stone Trainer,strength,Lower Back,other,beginner,,9.317221214926175,6,5.247545805238072
1580,Partner Flat-Bench Back Extension,strength,Lower Back,other,beginner,"The partner bench back extensionis a clever way to perform this exercise, which works the spinal erectors in the lower back. There are machines and angled apparatus that allow this exercise to performed solo; but, lacking those, all you need is a bench and a workout partner.",6.912210466905714,6,4.17048931604889
